BIOME_NAME,District,Is Monitor,Name,State,Year Spp,calculated,nci
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32027,ANDHRA_PRADESH,2020_mango,0.4623642315,154.6256409
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31922,ANDHRA_PRADESH,2020_mango,0.2031086087,172.9589691
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3564,ANDHRA_PRADESH,2021_Cashew,0.1209220638,143.7745819
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6369,ANDHRA_PRADESH,2021_Cashew,0.05092886449,342.8439636
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6400,ANDHRA_PRADESH,2021_Cashew,0.1497504093,166.8439331
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5395,ANDHRA_PRADESH,2021_Cashew,0.3365044225,159.5106201
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4260,ANDHRA_PRADESH,2021_Cashew,0.4208840627,285.4463196
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3033,ANDHRA_PRADESH,2021_Cashew,0.4441056595,58.1129837
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2886,ANDHRA_PRADESH,2021_Cashew,0.8795961522,131.4463196
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5431,ANDHRA_PRADESH,2021_Cashew,0.1759733222,95.95898438
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5749,ANDHRA_PRADESH,2021_Cashew,0.5053542907,151.465332
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5707,ANDHRA_PRADESH,2021_Cashew,0.152272776,118.4653244
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5622,ANDHRA_PRADESH,2021_Cashew,0.3700562468,83.77965546
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5827,ANDHRA_PRADESH,2021_Cashew,0.2061685249,124.1129913
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5897,ANDHRA_PRADESH,2021_Cashew,0.3058841106,307.4463196
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6216,ANDHRA_PRADESH,2021_Cashew,0.2253050319,190.1129913
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6312,ANDHRA_PRADESH,2021_Cashew,0.3722246814,333.1130066
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6496,ANDHRA_PRADESH,2021_Cashew,0.2297291831,172.6248169
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6515,ANDHRA_PRADESH,2021_Cashew,0.3005357235,172.6248169
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2003,ANDHRA_PRADESH,2021_Cashew,0.2072286943,347.7796326
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4883,ANDHRA_PRADESH,2021_Cashew,0.3311852021,163.8419952
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5568,ANDHRA_PRADESH,2021_Cashew,0.05500671611,163.1772766
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2988,ANDHRA_PRADESH,2021_Cashew,0.4161237556,320.1319885
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4846,ANDHRA_PRADESH,2021_Cashew,0.2629768886,116.7796478
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2682,ANDHRA_PRADESH,2021_Cashew,0.1548990934,394.8420105
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,1972,ANDHRA_PRADESH,2021_Cashew,0.2639781245,138.175354
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,1936,ANDHRA_PRADESH,2021_Cashew,0.2175945948,145.8018494
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2022,ANDHRA_PRADESH,2021_Cashew,0.447103929,310.508667
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4830,ANDHRA_PRADESH,2021_Cashew,0.4856602778,45.89838409
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6116,ANDHRA_PRADESH,2021_Cashew,0.1569298504,445.5106201
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6162,ANDHRA_PRADESH,2021_Cashew,0.1439137423,328.1772766
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6223,ANDHRA_PRADESH,2021_Cashew,0.338676186,265.8439636
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6211,ANDHRA_PRADESH,2021_Cashew,0.4113396041,265.8439636
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5257,ANDHRA_PRADESH,2021_Cashew,0.06972909954,176.2499695
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5341,ANDHRA_PRADESH,2021_Cashew,0.09797647603,199.8439484
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5374,ANDHRA_PRADESH,2021_Cashew,0.07958736379,302.5106201
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6182,ANDHRA_PRADESH,2021_Cashew,0.2110816578,187.6256409
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4266,ANDHRA_PRADESH,2021_Silver Oak,0.2360612488,405.4299316
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4669,ANDHRA_PRADESH,2021_Silver Oak,0.1687385991,262.4299316
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4731,ANDHRA_PRADESH,2021_Silver Oak,0.3235859631,288.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4872,ANDHRA_PRADESH,2021_Silver Oak,0.3110335091,150.3678589
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4923,ANDHRA_PRADESH,2021_Silver Oak,0.410529997,211.0966034
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4924,ANDHRA_PRADESH,2021_Silver Oak,0.322425902,211.0966034
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5140,ANDHRA_PRADESH,2021_Silver Oak,0.1894434643,354.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5226,ANDHRA_PRADESH,2021_Silver Oak,1.206106058,262.4299316
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5238,ANDHRA_PRADESH,2021_Silver Oak,0.1463945375,130.4299316
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5348,ANDHRA_PRADESH,2021_Silver Oak,0.04487068648,449.4299316
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5478,ANDHRA_PRADESH,2021_Silver Oak,0.1541267298,183.8057861
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5520,ANDHRA_PRADESH,2021_Silver Oak,0.2052116287,372.4299011
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6078,ANDHRA_PRADESH,2021_Silver Oak,0.3200278594,157.7924652
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6079,ANDHRA_PRADESH,2021_Silver Oak,0.3845352936,187.4724579
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6080,ANDHRA_PRADESH,2021_Silver Oak,0.7192197194,187.4724579
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6084,ANDHRA_PRADESH,2021_Silver Oak,0.5396795412,198.4724426
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6086,ANDHRA_PRADESH,2021_Silver Oak,0.3787707088,198.4724426
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6152,ANDHRA_PRADESH,2021_Silver Oak,1.346125925,198.4724426
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6189,ANDHRA_PRADESH,2021_Silver Oak,0.5088251045,157.7924652
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6217,ANDHRA_PRADESH,2021_Silver Oak,0.1025412332,139.459137
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6283,ANDHRA_PRADESH,2021_Silver Oak,0.4842381113,157.7924652
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3226,ANDHRA_PRADESH,2021_Silver Oak,0.2308136206,112.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4825,ANDHRA_PRADESH,2021_Silver Oak,2.360040279,288.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5026,ANDHRA_PRADESH,2021_Silver Oak,0.831995425,148.7632446
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5129,ANDHRA_PRADESH,2021_Silver Oak,0.1949326473,438.4299316
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3467,ANDHRA_PRADESH,2021_Silver Oak,0.3167664744,213.1391296
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5694,ANDHRA_PRADESH,2021_Silver Oak,0.1539232145,427.4299011
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5805,ANDHRA_PRADESH,2021_Silver Oak,0.1881799712,390.7632751
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32031,ANDHRA_PRADESH,2021_Silver Oak,0.1298192949,339.4815369
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31840,ANDHRA_PRADESH,2021_Silver Oak,0.4530617064,343.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32051,ANDHRA_PRADESH,2021_Silver Oak,0.03826350109,493.4815369
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3426,ANDHRA_PRADESH,2021_Silver Oak,0.1497450878,458.2509155
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2487,ANDHRA_PRADESH,2021_Silver Oak,0.2904292597,420.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2528,ANDHRA_PRADESH,2021_Silver Oak,0.09248779607,409.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5078,ANDHRA_PRADESH,2021_Silver Oak,0.2367131575,420.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5209,ANDHRA_PRADESH,2021_Silver Oak,0.4744497124,410.9172974
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5210,ANDHRA_PRADESH,2021_Silver Oak,0.1476716175,429.2506409
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5427,ANDHRA_PRADESH,2021_Silver Oak,0.1321339563,398.1481934
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6714,ANDHRA_PRADESH,2021_Silver Oak,0.04957862381,427.4299011
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2857,ANDHRA_PRADESH,2021_Silver Oak,0.2563882836,409.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2704,ANDHRA_PRADESH,2021_Silver Oak,0.2855752176,456.7632446
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2707,ANDHRA_PRADESH,2021_Silver Oak,0.03900832016,416.4299316
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2589,ANDHRA_PRADESH,2021_Silver Oak,0.1933934893,412.7632446
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32091,ANDHRA_PRADESH,2021_cashew,0.2875756278,156.2199249
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,30933,ANDHRA_PRADESH,2021_cashew,0.2749042156,209.2506409
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31802,ANDHRA_PRADESH,2021_cashew,0.1747820273,154.6256409
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31541,ANDHRA_PRADESH,2021_cashew,0.6614128168,132.6256256
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,7320,ANDHRA_PRADESH,2021_cashew,0.3242810265,337.583313
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,7705,ANDHRA_PRADESH,2021_cashew,0.7377315954,388.9166565
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,7426,ANDHRA_PRADESH,2021_cashew,0.1514133092,337.583313
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,8701,ANDHRA_PRADESH,2021_cashew,0.363076431,159.5106049
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32107,ANDHRA_PRADESH,2021_mango,0.3668583028,106.6248169
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5893,ANDHRA_PRADESH,2022_Cashew,0.1011858517,336.7796631
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6408,ANDHRA_PRADESH,2022_Cashew,0.2838541811,236.5106049
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6782,ANDHRA_PRADESH,2022_Cashew,0.04153884158,339.1772766
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5938,ANDHRA_PRADESH,2022_Cashew,0.4962420757,124.1129837
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3797,ANDHRA_PRADESH,2022_Cashew,0.4102056122,51.81616211
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2759,ANDHRA_PRADESH,2022_Cashew,0.212015952,129.465332
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5365,ANDHRA_PRADESH,2022_Cashew,0.270647987,95.95896912
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3133,ANDHRA_PRADESH,2022_Cashew,0.09842298061,199.1320038
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4860,ANDHRA_PRADESH,2022_Cashew,3.546825941,209.6256409
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3016,ANDHRA_PRADESH,2022_Cashew,0.3020460725,136.7986603
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6514,ANDHRA_PRADESH,2022_Cashew,0.1003644947,216.6248016
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5371,ANDHRA_PRADESH,2022_Cashew,0.7892609624,476.1129761
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5418,ANDHRA_PRADESH,2022_Cashew,0.1866229784,353.8439636
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5389,ANDHRA_PRADESH,2022_Cashew,0.1567534213,122.8439484
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,4395,ANDHRA_PRADESH,2022_Cashew,0.1325170465,359.9589844
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2527,ANDHRA_PRADESH,2022_Eucalyptus,0.3907702804,143.7745819
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2666,ANDHRA_PRADESH,2022_Eucalyptus,0.5503475558,81.44125366
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2776,ANDHRA_PRADESH,2022_Eucalyptus,0.2283111949,110.7745895
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2858,ANDHRA_PRADESH,2022_Eucalyptus,0.4259599667,206.1079254
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2990,ANDHRA_PRADESH,2022_Eucalyptus,0.7928939036,169.4412537
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3107,ANDHRA_PRADESH,2022_Eucalyptus,0.2422178375,192.5650635
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2772,ANDHRA_PRADESH,2022_Eucalyptus,1.358506333,202.4412537
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2525,ANDHRA_PRADESH,2022_Eucalyptus,0.4411756657,169.4412537
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2526,ANDHRA_PRADESH,2022_Eucalyptus,0.6645172768,143.7745819
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2780,ANDHRA_PRADESH,2022_Eucalyptus,1.087923048,169.4412537
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2803,ANDHRA_PRADESH,2022_Eucalyptus,0.198642993,13.29062366
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32073,ANDHRA_PRADESH,2022_Oil Palm,0.1691923614,156.2199249
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,30904,ANDHRA_PRADESH,2022_Silver Oak,0.1246576969,271.8057861
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31165,ANDHRA_PRADESH,2022_Silver Oak,0.2000161215,312.1391296
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31779,ANDHRA_PRADESH,2022_Silver Oak,0.3309221399,213.7598267
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,34033,ANDHRA_PRADESH,2022_Silver Oak,0.1341556223,282.8057861
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,34073,ANDHRA_PRADESH,2022_Silver Oak,0.2513757037,282.8057861
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,34041,ANDHRA_PRADESH,2022_Silver Oak,0.1150455622,282.8057861
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31780,ANDHRA_PRADESH,2022_Silver Oak,0.2534167616,213.7598267
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,1426,ANDHRA_PRADESH,2022_Silver Oak,0.2009472279,157.7012024
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3449,ANDHRA_PRADESH,2022_Silver Oak,0.804632166,213.1391296
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,5069,ANDHRA_PRADESH,2022_Silver Oak,0.1721736893,306.4815369
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,3556,ANDHRA_PRADESH,2022_Silver Oak,0.1965817005,205.8057861
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32216,ANDHRA_PRADESH,2022_Silver Oak,0.2447792163,423.8148804
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,6489,ANDHRA_PRADESH,2022_Silver Oak,0.9297056804,427.4815369
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32201,ANDHRA_PRADESH,2022_Silver Oak,0.3101141209,423.8148804
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,33460,ANDHRA_PRADESH,2022_Silver Oak,0.1617383082,431.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31289,ANDHRA_PRADESH,2022_Silver Oak,0.4883701302,398.5086975
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2766,ANDHRA_PRADESH,2022_Silver Oak,0.1573911954,328.4299316
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2945,ANDHRA_PRADESH,2022_Silver Oak,0.4142701562,442.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,2944,ANDHRA_PRADESH,2022_Silver Oak,0.1847978895,442.0965881
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32198,ANDHRA_PRADESH,2022_Silver Oak,0.1790191747,449.4815369
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32199,ANDHRA_PRADESH,2022_Silver Oak,0.1439018778,449.4815369
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,32087,ANDHRA_PRADESH,2022_cashew,0.1850542054,291.8865967
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,33509,ANDHRA_PRADESH,2022_cashew,0.1977536102,169.2923126
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,33655,ANDHRA_PRADESH,2022_cashew,0.2952771486,282.5839539
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,33507,ANDHRA_PRADESH,2022_cashew,0.3577037941,169.2923126
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,7327,ANDHRA_PRADESH,2022_cashew,0.2163834793,253.2499695
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,7708,ANDHRA_PRADESH,2022_cashew,0.148153654,436.583313
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,8091,ANDHRA_PRADESH,2022_cashew,0.3554987415,260.583313
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,30553,ANDHRA_PRADESH,2022_coconut,0.4364251001,231.2506409
Tropical & Subtropical Moist Broadleaf Forests,AlluriSitharama Raju,No,31761,ANDHRA_PRADESH,2022_mango,0.05866571566,220.6256256
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,33318,ANDHRA_PRADESH,2020_teak,0.4861801574,112.2199173
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2298,ANDHRA_PRADESH,"2020_Cashew,2020_Mango",0.1612305896,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2349,ANDHRA_PRADESH,2020_Mango,0.1346896959,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2114,ANDHRA_PRADESH,2020_Cashew,0.2171423875,360.465332
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2296,ANDHRA_PRADESH,2020_Cashew,0.1302893939,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2311,ANDHRA_PRADESH,2020_Cashew,0.2335547687,228.6672516
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2413,ANDHRA_PRADESH,2020_Cashew,0.7638450708,155.3339233
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2608,ANDHRA_PRADESH,2020_Cashew,0.09070960843,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2616,ANDHRA_PRADESH,2020_Cashew,0.05687120541,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2643,ANDHRA_PRADESH,2020_Cashew,0.0745961615,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2792,ANDHRA_PRADESH,2020_Cashew,0.4039614814,202.7986603
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,3280,ANDHRA_PRADESH,2020_Cashew,0.4134027196,349.465332
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2350,ANDHRA_PRADESH,2020_Cashew,0.1104949576,250.6672516
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2317,ANDHRA_PRADESH,2020_Cashew,0.3140168566,250.6672516
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2301,ANDHRA_PRADESH,2020_Cashew,0.1092561173,228.6672516
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2270,ANDHRA_PRADESH,2020_Cashew,0.3829830871,210.3339233
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2615,ANDHRA_PRADESH,2020_Cashew,0.04653943103,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2693,ANDHRA_PRADESH,2020_Cashew,0.1963449934,136.7986603
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,33902,ANDHRA_PRADESH,2020_cashew,0.1912857302,121.6256409
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,34169,ANDHRA_PRADESH,2020_cashew,0.1403389661,99.62564087
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,30536,ANDHRA_PRADESH,2020_mango,0.2108925545,106.4628067
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2257,ANDHRA_PRADESH,2021_Cashew,0.09763029775,228.6672516
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2263,ANDHRA_PRADESH,2021_Cashew,0.1974173979,228.6672516
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2319,ANDHRA_PRADESH,2021_Cashew,0.2219900641,228.6672516
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2623,ANDHRA_PRADESH,2022_Cashew,0.04871971969,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Anakapalli,No,2627,ANDHRA_PRADESH,2022_Cashew,0.1913703769,137.0005798
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,10581,ANDHRA_PRADESH,2020_Oil Palm,0.8517243162,22.52376366
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,33041,ANDHRA_PRADESH,2020_Oil Palm,1.669756771,-88.94548798
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,33034,ANDHRA_PRADESH,2020_Oil Palm,1.520955265,-92.61215973
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,33771,ANDHRA_PRADESH,2020_Oil Palm,0.97007384,-92.61215973
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,62031,TELANGANA,2020_Oil Palm,4.696644736,7.85708189
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,Yes,33767,TELANGANA,2021_Oil Palm,1.361295574,30.10791588
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,33865,TELANGANA,2021_Oil Palm,1.337557333,-85.27884674
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,33777,TELANGANA,2021_Oil Palm,0.9032573184,-28.55874443
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,10580,ANDHRA_PRADESH,2021_Oil Palm,2.790212595,77.52374268
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,61816,TELANGANA,2021_Oil Palm,4.338970229,88.52375031
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,9342,ANDHRA_PRADESH,2021_cashew,0.4558421657,66.77458954
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,33037,TELANGANA,2022_Oil Palm,1.132146966,18.85708046
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,33623,TELANGANA,2022_Oil Palm,0.3802222939,-37.61217499
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,34043,TELANGANA,2022_Oil Palm,0.336545264,-22.94550514
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,34352,TELANGANA,2022_Oil Palm,1.259717115,-28.55874443
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,34029,TELANGANA,2022_Oil Palm,1.262435059,-92.61215973
Tropical & Subtropical Moist Broadleaf Forests,Bhadradri Kothagudem,No,33630,TELANGANA,2022_Oil Palm,3.167249841,15.19041824
